tweet_id,sentiment
7506,2
7992,2
247,2
7688,2
3294,2
6125,2
6131,2
4134,2
8206,2
8552,2
1634,2
4256,2
4921,1
1694,2
4193,2
7682,2
8151,2
1274,2
5868,2
3327,2
12,2
5839,2
5562,3
2959,2
8940,2
1995,2
607,2
7364,2
8167,2
681,2
8702,2
3871,2
5557,2
7499,2
6852,2
2500,2
6907,2
7905,2
7744,2
5033,2
3563,2
8922,2
2312,2
5771,2
2626,2
7783,2
7400,2
5905,2
1050,2
8446,2
575,2
1014,2
139,2
8771,2
8666,2
7096,2
2911,0
5572,2
7203,2
7189,2
170,2
3892,2
6653,2
5391,2
3853,2
4740,2
2203,2
7134,2
4702,2
8385,2
6857,2
5569,0
4656,2
6289,2
288,2
2363,2
3986,2
806,2
8827,2
5233,2
1932,2
6337,2
3743,2
1129,2
2501,2
4331,2
2680,2
4714,0
6469,2
1084,2
4415,2
2328,2
2943,2
2606,0
4778,3
1939,2
2006,1
7130,2
2894,2
6266,2
8540,2
4434,2
3261,2
8947,2
5081,1
2198,2
881,2
5510,2
127,2
4801,2
5633,2
8663,2
6329,3
2905,2
7357,2
5635,2
7399,2
2767,2
4587,2
6954,2
4651,2
2045,2
8800,2
2910,2
3218,2
6829,2
6046,2
4325,2
5013,2
7045,2
6132,2
8085,2
1570,2
5753,2
8852,2
6905,2
4049,2
1732,2
495,2
6365,2
484,2
6787,2
1345,2
8545,2
4560,2
1051,2
8046,2
6496,2
8946,2
5533,2
8471,2
1639,2
4799,2
2569,1
6086,2
4013,2
785,2
571,2
6731,0
5627,2
5668,2
7986,2
3890,2
7251,2
3971,2
639,2
2443,2
8796,2
7959,2
4511,2
4389,2
5492,2
3045,2
7865,2
5409,0
5777,2
2335,2
6963,2
677,2
5453,2
145,2
3070,2
7751,2
2096,2
1980,2
18,2
1068,2
6899,2
423,2
4664,2
6634,2
7942,2
986,2
904,2
2855,2
160,2
4824,2
6220,2
8137,2
7168,2
622,2
2618,2
659,2
8759,2
8466,2
3055,2
3626,2
3320,2
8459,2
1216,2
2003,2
8484,2
2343,2
6393,2
6994,2
2021,2
8405,2
6727,2
3495,2
2238,2
444,3
2374,2
5420,2
717,2
7799,2
7872,2
5242,2
7034,2
6535,2
8890,2
8635,2
3914,2
5929,2
5973,2
2781,2
3519,2
5045,2
7058,2
7765,2
1260,2
982,2
1630,2
6793,2
1660,2
8004,2
6951,2
7733,2
2757,2
8393,2
7076,2
4159,2
7068,2
7344,2
4936,2
3280,2
101,2
4660,2
5685,2
2275,2
3239,2
196,2
8357,2
4942,2
2928,2
5911,2
303,2
3564,2
9038,2
6351,2
2817,2
7964,2
7071,2
9033,2
1429,0
7769,2
7965,2
6056,2
2334,2
2502,2
7320,2
7455,2
1511,2
15,2
3021,2
5809,0
7740,2
5679,2
1195,2
1849,2
1909,2
5532,2
4276,2
1880,2
7244,2
5352,2
8904,2
8899,2
9076,2
300,2
4425,2
3332,2
1067,2
2562,2
7000,2
4094,2
7048,2
188,2
7157,2
1184,2
4076,2
6931,0
6499,0
2602,2
5585,2
492,1
6579,2
5468,2
3908,2
8740,2
5375,1
4541,2
7635,2
3001,2
1954,2
7492,2
4452,2
2857,2
2924,2
7104,2
2462,2
3963,2
9007,2
6766,2
1140,2
1605,2
7121,2
5665,2
5232,2
5631,2
5448,2
738,2
3974,2
1644,2
4002,0
2222,2
2671,2
6606,2
3619,2
2130,2
905,2
5758,2
8923,2
7952,2
3996,2
6238,2
4515,2
4031,0
6603,2
4578,2
4357,2
8892,2
6166,2
2873,2
1123,2
9039,2
4802,2
6128,2
6010,2
5281,0
6466,1
2898,2
418,2
4536,2
8440,2
4176,2
3033,2
4261,2
4654,2
6261,2
1075,2
6885,2
7485,2
1740,2
4558,2
8460,2
3031,2
1078,2
6152,2
6420,2
7584,2
2321,2
1353,2
926,2
3297,1
1726,2
8383,2
5062,2
56,2
7669,2
7309,0
2120,2
5715,0
8767,2
5073,2
4613,2
4756,2
9019,2
8180,2
3687,2
4007,2
125,2
6315,0
2387,2
1053,2
2823,2
4214,2
3946,2
8441,2
2174,2
7122,2
4060,2
6361,2
591,1
4141,2
4497,2
3088,2
6632,2
5311,2
4650,2
3535,2
4367,2
3873,2
3782,2
2687,2
5862,2
676,2
1561,2
3637,2
4492,2
4832,2
2666,2
6191,2
4292,2
6672,2
2494,2
8333,2
1130,2
576,2
1202,2
4681,2
5377,0
252,2
8633,2
270,2
9024,2
1073,2
5859,2
6747,2
923,2
159,2
8152,2
7333,2
6360,2
701,0
8944,2
5256,2
8042,2
7707,2
8706,2
6548,2
8910,0
5,2
3854,2
731,2
327,2
7352,2
7950,0
2545,2
3736,2
4527,2
759,2
6750,2
8007,2
4171,2
501,2
2395,2
8980,2
5802,2
6154,1
2701,2
4549,2
2410,2
6161,2
1620,2
1502,2
8176,2
310,2
6743,2
7529,2
2286,2
7843,2
5981,2
645,2
4448,2
5762,2
7863,2
2073,2
7067,2
6175,2
2389,2
1018,2
4267,2
4446,2
3653,2
3142,2
4229,2
7120,2
1529,2
1286,2
7546,2
2543,2
3337,2
1154,1
7278,2
2076,2
545,2
2632,2
2392,2
208,2
228,2
355,2
7827,2
2679,2
6726,2
1691,2
853,2
2341,0
5871,2
8240,2
7095,2
3251,2
6720,3
3330,2
4526,2
7311,2
9,2
4879,2
3651,0
5475,2
4058,2
5582,2
2506,2
1037,2
7191,2
3132,0
8207,2
1321,2
10,0
6725,2
8593,2
7164,2
8872,2
6525,2
1186,2
9049,2
2777,2
2041,2
4952,2
5939,2
1027,2
8278,2
7562,1
6352,2
8108,2
2056,2
1305,2
2536,2
1554,2
376,2
674,2
2764,2
7515,2
7115,2
4911,2
8112,2
6382,2
8199,2
8945,2
6854,2
1972,2
6761,2
6091,2
648,2
8935,2
6395,2
2704,2
5145,0
2036,2
5924,2
1476,2
2438,2
3117,2
5760,2
5764,2
7875,2
5413,2
7916,2
8862,2
8021,1
2844,2
3950,2
1892,2
4453,2
3746,2
5527,2
4004,2
875,2
1789,2
2329,2
2156,2
3925,2
2790,0
438,2
4480,2
6599,2
7386,2
2177,2
7097,2
897,2
6272,2
8824,2
7224,2
765,2
2625,2
572,2
3290,2
787,2
6103,2
6858,2
2270,2
2957,2
4269,2
385,2
4873,2
5616,2
957,2
4208,2
3292,0
7833,2
2891,2
6980,2
3919,2
2301,2
3701,2
6429,2
4074,2
6495,2
2688,0
9035,2
2986,2
6081,2
6019,2
7711,2
2355,2
8159,2
1945,2
162,2
8656,2
4559,2
1101,2
5827,2
7767,0
4917,2
1228,2
4431,2
8755,2
3681,2
5096,2
3841,2
6974,2
5844,2
9000,2
8763,1
3881,2
5267,2
4432,2
7410,2
6662,2
205,2
6661,2
2183,2
4271,2
8725,2
6646,2
4608,2
8901,2
6971,2
8030,2
4901,2
6245,2
5109,2
4210,0
5589,2
6809,0
6482,2
2783,2
2159,2
215,2
6820,2
6093,2
7355,2
7383,2
8360,2
7116,2
1300,2
130,2
2834,2
8365,2
6938,2
7840,2
1572,2
3322,2
2060,2
157,2
4404,2
720,2
6701,0
956,2
1759,2
399,2
2107,2
2672,2
5542,2
4125,2
5321,2
5240,2
5021,2
7184,2
2746,2
3147,2
5890,2
7624,2
1418,2
3773,2
2929,2
3307,2
1758,2
1167,2
3145,2
800,2
7552,2
4305,2
532,2
8073,2
5462,2
8079,2
5086,2
7361,2
7002,2
8495,2
2878,2
2246,2
6776,2
8153,2
7728,2
5094,2
919,2
2271,2
7996,2
6180,2
8979,2
3388,2
2429,2
3463,2
